index,HMBCX,MNMCX,PATCX,PB01,PB02,PB03,PB04,PB05,PB06,PB07,PB08,PB09,PB11,PB12,PB14,PB15,PB16,PSGCX,PB19,PB10,PB13,PB18
643_dis,161.74736433482366,178.25079855049344,180.20937262947237,243.53788521263633,238.9340415307063,nan,nan,379.48831685952564,nan,277.05373095578966,224.62134540036726,320.62619090940063,166.3026233440595,145.99298843177,nan,441.4979517643809,226.80874979186234,119.14522522776852,nan,nan,nan,nan
651,0.9173013806603425,0.9463079718665656,0.801979929653128,0.8608971916039282,0.8131022304362445,nan,0.8109751306478731,0.5957843070955776,0.5651754854722438,0.8938381005882429,0.9374633814967048,0.842251093182211,0.9674653070945999,0.9734063295103496,nan,0.6025261086052262,0.9812617422006842,0.9373447664097203,nan,nan,nan,nan
651_dis,152.05887234273226,177.29412935652218,168.08933902308956,232.39531800374613,226.70769996166743,nan,314.0958516655071,366.9284460885411,374.5548514559405,264.61128692343647,217.2363794559123,308.84706349659336,160.48750530324438,151.21093713180576,nan,429.0466260158564,230.35605686876355,114.3516995715793,nan,nan,nan,nan
656,nan,0.8600265763159927,nan,nan,nan,nan,nan,nan,nan,nan,0.8023076520885326,nan,0.8744668761265781,0.8840716134747006,nan,nan,0.9511404129461744,0.8515928302748115,nan,nan,nan,nan
656_dis,nan,174.9336111386499,nan,nan,nan,nan,nan,nan,nan,nan,215.36456179312194,nan,157.60914948842884,147.89449396507965,nan,nan,228.78457982014277,109.73437641639079,nan,nan,nan,nan
692,0.7623771182515786,0.7121759223093798,nan,0.8391715396326727,0.8435926060497605,0.8066258860298612,0.7906033872264033,0.7525856210959085,0.8469033751263986,0.7859358896267489,0.690822198449698,0.8393851507123358,0.7665711322796885,0.800371693258819,nan,0.8639534009983941,nan,0.8010497443611587,nan,nan,nan,nan
692_dis,68.97719271688854,199.09082342705727,nan,58.8182478360704,51.06310765703958,132.3862468712716,161.59931730472823,219.2619411757155,207.35116515435595,95.01838719861878,122.31039738116783,129.68790442852594,130.15597705123824,253.39960229172442,nan,263.86588993072235,nan,143.05809725218302,nan,nan,nan,nan
727,0.9478451095276957,0.9463012549533927,0.919304521080255,0.8159211274705345,0.8524755743436327,0.874978088951459,0.8702554141005686,0.7025718102084242,0.5738057753089897,0.8709903104109435,0.9193821723275848,0.8667576798607757,0.9419719815597718,0.9070097812014339,nan,0.5469083565290829,0.946817479637864,0.8913790248723232,nan,nan,nan,nan
727_dis,136.15149938403215,179.23306107658632,146.3987612795719,211.3360988735771,203.6684793779523,277.88857370254567,289.91952025523864,342.74554681995426,350.13268877409365,240.81895840983034,204.38455506120098,285.7776577163522,152.78107460834323,166.5744333210254,nan,404.4713372375852,240.11134751961467,111.70986815504382,nan,nan,nan,nan
774,0.7935360738450118,0.719667642196185,nan,0.86984549640825,0.8876597827352574,0.8204233860110295,0.7946607942670424,0.747079482615014,0.835963419998714,0.8196608083808319,0.7794778528159888,0.882616121332022,0.7868593168969582,0.7608518739007483,nan,0.822056791135335,nan,0.8362836998529597,nan,nan,nan,nan
774_dis,69.1392127165196,199.14702300710556,nan,58.81597231478439,51.18540504109968,132.38626654058115,161.63672155806236,219.28238964664436,207.31937582423595,95.0612911921468,122.29293562280998,129.6230926125264,130.22729952818855,253.50921252588265,nan,263.82454108427055,nan,143.19091483597563,nan,nan,nan,nan
810,0.9453684372722714,0.8234942549936345,0.8823646716554325,0.8164105783860001,0.7808075302628626,0.7256534071946789,nan,nan,nan,0.7773917920342168,0.8255372492671288,0.9041884712181371,0.8844302619087762,0.8885626598063328,nan,nan,0.911205060392644,0.8692566152591433,nan,nan,nan,nan
810_dis,127.91887900961976,171.20503699272766,140.35541629298223,205.56133830523277,198.997311987808,274.56022365304307,nan,nan,nan,237.09300906105682,196.84062539369538,281.4243715728056,144.1134901504937,160.04193369446892,nan,nan,233.50213745174992,101.8901468982191,nan,nan,nan,nan
853,0.8197995059322987,0.7318273304932991,0.7982971278660248,0.812178374176029,0.8532944015612898,0.8619659538066045,0.7233509895611121,0.6935001034697886,0.6579684306552653,0.8704886163389125,0.8822340570725172,0.8581504795774182,0.8257623440718058,nan,nan,nan,nan,nan,nan,nan,nan,nan
853_dis,128.0118157169953,253.31374796754895,77.30899858861139,77.28212692868016,47.950949749801175,93.48511708105666,119.94097382710247,174.4560610561007,162.83339816543207,63.599025629220655,165.891829365279,102.37680338499263,185.20826389209898,nan,nan,nan,nan,nan,nan,nan,nan,nan
906,0.8064750506539744,0.6831927124034225,0.8400452141796653,0.8078399288835236,0.8504982968662025,0.7103628749309223,0.6164084862319646,0.6383798469214816,0.58446960314244,0.7693308034026571,0.8566684643028634,0.6628873000462746,0.8160020679806756,nan,nan,nan,nan,nan,nan,nan,nan,nan
906_dis,129.6656336888894,255.17428691840755,78.49985350110917,77.62532408207875,47.34913946342401,91.30905707747962,117.76314136365981,172.2736259949522,160.62160490956742,61.62782512905995,167.2637330855648,100.86324095980294,186.97142103045883,nan,nan,nan,nan,nan,nan,nan,nan,nan
919,0.8989338986067592,0.7379673403497197,0.7865442501935997,0.9216310412072064,0.7458447426937578,0.8673504409143458,0.7237562576418457,0.47280730148648603,0.9359927956309044,0.8649133613585918,0.906909664212143,0.946677667285089,0.8382641263641926,0.2344440995011097,nan,0.6471428062395258,0.740455551482548,0.7164622996199514,nan,nan,nan,nan
919_dis,136.7049337869894,240.43582066583647,120.55932607572598,61.20119379915825,89.27789865941934,119.26250134379718,165.90757833368184,214.64566054259598,175.95654015716084,103.96482796513914,129.10027584568914,80.11396071326851,175.9705104767961,316.44531306915644,nan,227.16812451527818,325.0494582522421,210.67138399048426,nan,nan,nan,nan
959,nan,0.9388706461727709,0.903623772422052,0.9224859081715349,0.7613304671182469,0.8526039170093863,0.45111712634046186,nan,0.5409850750164258,0.9007856168506431,0.9210531680038114,0.9408347398776831,0.9465807801632667,0.8890915138449096,nan,nan,nan,0.8980536946271988,nan,nan,0.9171612309423454,nan
959_dis,nan,40.43910951902886,175.84383552203545,181.45815307421694,218.23618503476047,294.72154620646495,333.35124749111594,nan,365.48264489433274,261.8734879976415,85.56023233547567,264.82112491779657,49.78596550367587,133.35550429608426,nan,nan,nan,81.04139890567647,nan,nan,120.49751032018807,nan
1057,0.8493859534226735,0.8451639162129669,0.8951299267364146,0.7940544545612578,0.8164172629157513,0.6998792956828067,nan,0.1268659256009061,0.1302875901899208,0.775460535584599,0.8555973222904341,0.8081980251843699,0.8401800391317314,0.20662174942606099,nan,0.14834184477794055,0.7784325808009471,0.7629492065508091,0.6992789624875991,nan,nan,0.29560178250849534
1057_dis,111.7023362508767,184.68338579633868,108.80374212576953,178.71678648033665,165.98890917506333,239.7232217123019,nan,304.2859419502207,312.20428010870313,202.39195288534356,187.45719815378934,250.42364682791575,143.8437595527253,187.75087338818668,nan,366.6811700394667,255.86319453777844,109.94761473815252,444.60196737256916,nan,nan,327.5589256225187
1154,0.984239719864921,0.8685284415308059,0.9325986046200292,0.9047407506905667,0.8920428222360929,nan,0.8096320373765421,0.6856030020823337,0.7079700234270141,0.8362674151793382,0.9576879386943118,0.8739418095479354,0.9258156874932446,0.8682100588513778,0.36374415958735157,0.44811021946668705,0.8189595786551179,0.9145672181847565,nan,nan,nan,nan
1154_dis,107.95006163846523,208.71943764997704,79.87639578027562,152.16205023517836,130.04821386964085,nan,207.93759092949557,260.83076430854845,270.4708761390156,162.67584256483386,185.0298428208348,215.32106400250436,155.93863976419655,225.7184713343912,450.4316182403802,324.3617335491743,286.81955740735873,134.6372294651997,nan,nan,nan,nan
1198,nan,0.5879690130779399,0.7723900611681915,0.786205192422711,0.8871754267342524,0.7728283088645358,0.7512662045316212,0.6741403239119678,0.6019373031227855,0.8562913483474052,0.7406946007668833,0.723501660102422,nan,nan,nan,0.53411095285035,nan,0.6908651183209515,nan,nan,nan,nan
1198_dis,nan,254.03334694669974,77.64420310565589,77.82863459791257,47.970316373376804,92.97693647782377,119.19866509838509,173.7045192871059,162.2893313890472,63.13311353078662,166.6606642139195,102.34932335490345,nan,nan,nan,216.9142093929862,nan,200.8568068739166,nan,nan,nan,nan
1212,0.9870341044553478,0.9346360068970632,0.9592691116694205,0.882847219373026,0.9062870879150215,0.8666896377315535,0.8245652134401199,nan,0.8709205254066836,0.941778628603163,0.9517644502023772,0.9287569662056736,nan,0.9505178898043666,0.7149941518542275,0.7711784542774605,0.9657396108103141,0.9186614429309353,0.9153254968001776,0.5383725466769129,nan,0.9846331413166398
1212_dis,126.84725119034395,169.09489171598725,140.02444421872556,205.97182506378948,199.48488045688168,275.5728378752971,288.6465706468849,nan,348.75962004496637,237.89307595978298,196.4462419628099,282.4305286356587,nan,156.4691000290094,531.8541256044662,403.6293422811016,231.2327131818106,98.71325644263983,481.81316187603926,407.8646951082907,nan,298.58552986399366
1261,0.9145889942635144,nan,0.8896416226747752,nan,0.7739876801649108,0.736436915189421,0.5403071136447399,0.5214465236955184,0.5579809227949816,0.7028709238713491,0.8821352388273579,0.864106693381794,0.8853051466919613,0.8754484875335546,nan,0.4544587662864129,0.7583643442924846,0.8213150003111916,nan,nan,nan,nan
1261_dis,110.57804427631218,nan,107.42718894877426,nan,164.384160547775,238.08693074251258,249.55422724258239,302.9135596356637,310.5537430192789,200.79331908771056,186.14266264074257,248.6098740720142,143.1562879557234,188.7361624596253,nan,365.03897642965205,256.12323368921767,110.05970484224848,nan,nan,nan,nan
1334,0.9599112831159313,0.9068475029446506,0.9156258190560432,0.8470014059873245,0.8534240680374776,0.8204471149829868,0.8132945811869203,0.7852483629394991,nan,0.8164175460139036,0.9393750605299257,0.8472132926242724,0.9531695428381218,0.8956497055525613,nan,0.6925649393954969,0.9579135951658704,0.8834991138304937,nan,nan,nan,nan
1334_dis,134.65254227834552,180.36368278606906,143.40348911013635,209.9638072322997,201.24170866866604,275.5488433856237,286.9817421120674,339.79785151993934,nan,238.31449560055268,204.69216433084625,284.3004452332146,152.85534360394416,167.2635537654672,nan,402.2887260843349,241.9767062917039,110.90477200903055,nan,nan,nan,nan
1375,0.9586016640005548,0.9676748147459033,0.9010212729664325,0.8952544570724973,0.8063481399218548,0.7998806475315486,0.7263985550017138,0.44534402436235615,nan,0.8390962981913772,0.9405129245107396,0.8806593922907547,0.9704140757362005,0.9132096926394173,nan,0.2131784436270336,0.9685734792473459,0.9074958787582933,nan,nan,nan,nan
1375_dis,138.43928796216284,181.42041615001762,147.790731305781,214.1587793152556,205.57073983552561,279.7740576610718,291.0351066874671,343.71966351457485,nan,242.58126911975552,207.89622628176997,288.54948329474905,155.42569695698626,166.16723207598326,nan,406.3751162642731,241.70911434452105,112.84030273084855,nan,nan,nan,nan
1398,0.9513131101066691,0.8907406763083323,0.8699486369258969,0.7171426682324673,0.7277349921360052,0.7367470561908267,nan,0.6177460045049381,0.6056936112974927,0.8880478349400556,0.8439054271284767,0.8909368185410304,0.9412692135241459,0.9235682581392215,nan,0.6396282730532157,0.9403230303684147,0.8824539479875124,nan,nan,nan,nan
1398_dis,133.81391217686445,162.62516105696088,152.55324409824195,216.80591008558088,212.74552975093954,289.8123048850978,nan,357.68917847072805,363.3541108869913,251.969450839452,200.19900661817843,295.02527350761267,142.72009849194802,142.7459245101807,nan,418.44090429550937,220.34164921213593,95.52669776626276,nan,nan,nan,nan
1406,0.6265529882131047,0.3588392902297269,0.7725485914029178,0.6256803670873112,0.7410418441788942,0.6887184278745917,0.5367261052516941,0.6611200389908432,0.6545413289645948,0.5183410273312654,0.7777156366605296,0.7501298192579545,0.8033830075106525,0.8340903721341173,nan,nan,0.8577174590046619,0.669572491311182,nan,nan,nan,nan
1406_dis,127.54476340758293,169.1253382496523,140.86526057866493,206.90684517326315,200.41388021954737,276.5350898462911,289.5476613194361,343.1739327383274,349.7382953515625,238.8358253682697,197.13711078271118,283.4321820607424,142.96080083592852,155.8055756069458,nan,nan,230.96379468870032,98.76990015908014,nan,nan,nan,nan
1409,0.9780962288930996,nan,0.9718515481110709,0.9573243777221525,nan,0.8603076401234508,0.9145451096624195,0.8513128266058049,0.7953825804263264,0.96657758216636,0.98216380224209,0.8592795303700536,0.9813409034394909,0.9618458706744717,nan,0.7229079836662973,0.9777322999201556,0.971857587494097,nan,nan,nan,0.6687909430788044
1409_dis,146.290678633442,nan,154.23384490139128,221.02855318009156,nan,284.71719528290737,294.8883862312295,347.02602420210167,356.56339542125835,247.73660945267963,215.72606442628188,294.5582881496793,163.2182435710852,169.83201721991213,nan,410.5825673142467,246.67670242988598,120.3161004291754,nan,nan,nan,311.30863534113024
1438,0.9611958636819368,0.8364197680770964,0.8534162215824348,0.6964225533518033,0.8198055008195742,0.7730713275584572,0.6855173612742,0.6687860082713584,0.40902023051769976,0.7184176966908513,0.874251356269148,0.8716890128772796,0.9133806289441769,0.8339303705364559,nan,nan,0.9204476625516707,0.8252209825412269,nan,nan,nan,nan
1438_dis,138.28079225063357,186.93680149202268,144.14138612131143,211.23780430998934,201.02637236856555,274.2434929602586,284.64194950585295,336.96949472148384,346.1243632176848,237.2701286242405,208.9077614991722,284.2355242949286,158.36894362378152,174.08190707759263,nan,nan,248.71612554954328,117.44071594105675,nan,nan,nan,nan
1446,nan,0.5900285852718671,0.9360269798307512,0.9159031007664318,0.8892589487656051,0.6226470395890812,0.6229126497920404,0.721039938467013,0.49031861295287943,0.8925167486704705,0.8005829125075665,0.8736695402504392,0.8214277144717288,0.42861124620870644,nan,0.726321024473134,0.3616249799191433,0.8805258577676726,nan,nan,nan,nan
1446_dis,nan,205.47317192451888,47.86215366389132,112.18183017895812,92.28239415441148,164.1071039795398,180.23350670393407,235.44958942201444,236.74743609355244,127.30783714518768,157.50754437957823,174.6342967180793,143.98306434342268,240.8444386598117,nan,291.71148305690025,289.22280273275175,138.40004297394748,nan,nan,nan,nan
1458,0.963801709535522,0.9511987861515667,0.9705071177733016,0.9475425688930007,0.9012119926646852,0.8922018091690802,0.8992695163855517,nan,0.9225822492295116,0.9660499163997162,0.9803394522626176,0.9612584087480063,nan,0.9377333725469597,nan,0.7644795148475549,0.9715497599517176,0.9554118455602392,0.8827749405266547,nan,nan,0.8654681303667369
1458_dis,85.46732348058875,188.0270029142714,66.80032925482111,136.02922249673668,121.72414493338759,196.10493627646085,210.96574417828995,nan,269.19225725059215,158.69986051892985,161.37907751756325,205.30713054564703,nan,212.64589310696212,nan,324.21752741914537,268.1956368389276,116.07938959978391,402.5838059960341,nan,nan,344.98039193194757
1470,nan,0.8390856665207906,0.8135897921488975,0.7482588372651225,0.7410453182678663,0.6777003151772893,0.5773730037895028,0.5361120131161203,0.4406106985438639,0.8365039857230503,0.86330672836419,0.8221007468908681,0.9028312295223417,0.8013414423915697,nan,0.428787863170328,0.9464498422469229,0.8315851635140721,nan,nan,nan,nan
1470_dis,nan,175.0526608439638,142.81053385210294,209.41446683913554,201.67198833939227,276.93439403842467,289.01549835399965,342.22104904970513,349.7537060477137,239.4258578511117,201.83432124915836,284.90675537517825,148.52692065989996,160.99495233206113,nan,404.3822091046539,236.481511201571,105.03801260179283,nan,nan,nan,nan
1480,0.940640415569537,0.9288572729701772,0.9608646568853297,0.9291012702361123,0.8619506889472677,0.8152110948699549,0.7763570818451166,0.5437893570581306,0.6777363390723359,0.9051611396600356,0.9601581263834555,0.9257449168523364,0.968047087036595,0.8300505807255666,nan,0.5961875871359669,0.8718875067792005,0.9311065004421062,nan,nan,nan,nan
1480_dis,84.69346025398059,187.64531190034745,65.94848355092404,135.34326864954403,121.11393102569329,195.6579726375921,210.6362235998406,265.54068524358905,268.81188625323404,158.20766551911183,160.73838121271518,204.76105260029132,132.648907790436,212.5109198821031,nan,323.87306247703594,267.93530608760335,115.66681915964179,nan,nan,nan,nan
1487,nan,0.8681969223353425,0.8764757004307419,0.8185495735194442,0.7997159988021515,0.6523952353627769,0.4393017536648999,0.49452588197242764,0.43409651522630566,0.7040764047346562,0.8393588346470406,0.7615541922559798,0.835608437054935,0.7734709682326486,nan,0.35220835961638913,0.9527466321166569,0.8697433361590082,nan,nan,nan,nan
1487_dis,nan,178.59107816543434,121.78108840165187,190.41020320135596,180.1279374922791,254.8285718763321,266.61108350011796,319.97911851065976,327.5825994366841,217.3363258348211,191.6085970353877,264.1513774138228,143.3355677739046,175.09359179257973,nan,382.1936296771897,246.27511417976822,104.80969829944209,nan,nan,nan,nan
